NAME,AGE,MORNING,DAY,EVENING,NIGHT,FIRST TWEET,SECOND TWEET,THIRD TWEET,FOURTH TWEET,PURCHASE AMOUNT
Медведева Эмилия Захаровна,22,1,0,0,1,Не кури не бухай массу тела набирай ! Будешь как Валуев Николай ! давай ! давай ! аааааааааа :D,Непошла на открытие и награждение. Еду в Мегу))) Сегодня не мой день поэтому пожалуй все правильно сделала.,Гастрономическое разочарование утра-сыр песто ;((,RT @fox_loves_red: @YEAH_ROCK_ME ахаха) понятно...эх жаль) ну до завтра:3,111904
Голубев Иван Артурович,42,0,1,0,0,От сегодняшних магнитных бурь  очень болит голова:(,Завтра празднуем окончание сессии :) главное сначала сдать лыжи :) ,Очень заботливо с вашей стороны Михаил давить мне имбирь в чай плоскогубцами :),Учебаучебаучеба....завтра первый экзамен(,88253
Горохов Всеволод Даниилович,35,0,0,1,0,@yk_ru ойа у меня семерка:))) и тач айди:) из-за него не хочу продавать:),Пля...я ее как развернула...ооо ёпт) чеснок аааа)))Я такое вообще ем если неделю голодаю)) Но...кто-то услышал мои молитвы)) они её в общем,Ну и естественно во снах я всячески истребляю противника а ему хоть бы хны.  И это неприятно :(,RT @BOBA_KOT: @Special_Snowfla выздоравливай:) #ВАНГУЮ  Творилось что-то странное.,53056
Иванова Марьям Тимуровна,50,0,0,1,0,Я так давно не говорила этого ... TWFanmily я люблю вас:*,RT @back_to_90th: Талисман Олимпиады 1980 или 2014? :) РЕТВИТ - если вы за талисман 1980 в избранное если за талисман 2014 http://t.co/t93…,Ооооох я начинаю вливаться в фитнес жить без него не могу (((,Ночь какая-то длинная казаласьно я все равно хочу спать),49047
Жданов Сергей Дмитриевич,41,0,0,1,0,Дарина в меня не верит(( http://t.co/F6QrV68Mqn,@Irina__First да я то знаю проблема в наличии билетов),Все сдала;) инфа херняяяяя!!!) http://t.co/E7LSmc3M5e,Пока ни кого нет))) @ ТРК «Галерея» / Galeria Shopping Mall http://t.co/dM6WIaDhRZ,53352
Егорова Николь Олеговна,30,1,1,1,0,@aku536 @GazetaRu. там дагестанцы и казаки так та ),Почему то легче стало и настроение поднялось;) Стоило только все послать в жопу,@my_Haomind Обломись :D Сверху он не будет ^^ Просто он окажется обычным парнем без всяких бабских заскоков :D,@Li_Izotova ахааххаха человеку заняться больше нечем),116951
Артамонов Александр Эрикович,50,1,1,0,0,@lika_sedova веслоубило не могу успокоиться...ахахахаахахах)))),RT @EverMakeMeSmile: @idiot_________ @SeDyGoVa мы тоже сниму с подругами :),RT @Olga__Rain: Ну всена обнимашки потянуло)) Завтра всех обниму),RT @TukvaSociopat: По поводу заминирования станций метро...))) #євромайдан http://t.co/Uwb2fCNwLf,88754
Владимирова Вера Кирилловна,26,1,1,1,1,@V_0BLAKAX а я уже в 11 классе)так боюсь будущего...=_=,Всем всем всем привееееет!!!! Наконецто я нашол ту скем хочу прожить остаток жизьни но она ревнует!!!( любовь это ах*реные чувства!!!^~^,@mosvybor: @nlyaskin а не дадите ссылок где сказано 1. О том что вы кандидат в МГД 2. Что там у вас в Новокосино @migel_dost1986 молчит (,RT @masha_masha96: Ну это получше всякого кино)) хахахахахахахах,19582
Егорова Полина Егоровна,28,1,1,1,0,RT @mitsuko_sorano: @RamyGuitar спасибо няш :з спешл фо ю скину :D,Как же бесит видеть между ляшками жир ;((((((,Бля Антоша:((( Ландертингер пздц хорош в створе:(((,у моих симов уже обстановка  чтотнужно)  http://t.co/iAlkCVSQlY http://t.co/RvvydnGHZb,95778
Михайлов Максим Тимурович,56,1,1,1,1,@watchigfandom у вас нет снега? у нас уж довно идет),а ты ебана сучка с: завидовать не хорошо:) http://t.co/vY1pYSF97S,RT @Marinus17Vf: @yulia_horan69 ааааа у меня тоже нет слов;)я тебя тоже:D,в понедельник первый экзамен а я прочитала всего один параграф))) я даже не удивляюсь это же я))),43426
Максимов Всеволод Ярославович,28,0,0,1,0,RT @pahepusaraqe: как я завидую томукто сейчас едет с ним в маршруткеи смотрит в его глаза:((((,RT @Aingio_adore: #Хар өглөө эрт л #Хатантуул руу ус захиалсан одоо болтол ирэхгүй #Хатаж үхлэээ хөөөрхий :(,Сытый человек - ленивый человек от сытости отупевают. И я совсем не про еду ;) http://t.co/brrEwPwR4l,RT @lentaruofficial: План выступления такой: 1) Социалочка — НАДО ЛУЧШЕ 2) Политика — НАДО ЛУЧШЕ 3) Коррупция — НАДО ЛУЧШЕ 4) Медицина — НА…,38670
Беликов Никита Леонович,23,0,1,0,0,@kai_malfoy @fudoko_senaemi а что забавного? Что не рейтуки или аоиха?) А что вообще происходит тут?,@Lizichshe та чуть ли не на голову мне лез) пришлось отдать ,Мало предмодульной суеты.. так еще теперь и непонятки с комнатой.. где?с кем?.. уже не знаю о чем думать),RT @zonefavyfexy: Игра на тестовом сервере где удалось покататься практически на всех интересных мне мегатопах меня вылечила :-) Понял гл,90721
Дементьева Софья Марсельевна,40,1,1,1,0,хехе: Хакера наказали за матерщину..обратите внимание на наказание)),"RT @Prokhorovaaaaaa: ТАК И ХОЧЕТСЯ СКАЗАТЬ: ""ПО АККУРАТНЕЙ С КЛЕЙ МОМЕНТОМ"" PS: НИЧЕГО ЛИЧНОГО) http://t.co/FE5ufHUPrn",Тина и Поля аааааааааааа аааааааааа я счастлиивв))))),@Natallia_nati Посадим еще голубкаи на день влюбленных пойдета глобус на день защиты детей.Получаеться уневирсальный шарик)),124884
Федотова Вероника Даниэльевна,56,1,1,0,0,@maria_grotski @e_mastah меня тот человек мало интересуетты знаешь ),@raulclover Он давно кончился какие могут быть спойлеры.) Да и повсюду говорили что закончилось всё хорошо и всех поженили.,офигенная была физ-ра))) так поугарали  хах некогда не забуду,@KsuDoll тоже недавно с этим столкнулась...капец. Без бумажки-ты какашка а хранить килограмм квитанций не умею((,59921
Романов Владимир Михайлович,21,0,0,1,0,RT @Garbuz_anna: Я домаа)))) скажу коротко ВСЕ БЫЛО АХУЕННО!!!!)))),@alukashevsky Поздравляю :) Машинки и девушки - что ещё нужно для крутого канала? Но чумаблогер не забыл бы и ссылку https://t.co/NAHe9wQCBb,хочу что бы завтра поскорее прошло и наступила среда:(,В зимнее время мой рюкзак становится просто нереального размера )спасибо холодным залам за это,44917
Коновалов Лев Матвеевич,45,0,1,0,0,@alina_roberta принеси в другой день. Уже 3 чела не принесут завтра зачетку :),когда отпускают гулять подольше...херово гуляеться(,Они действительно собираются сделать это. =( #FF_RU,RT @n_kolka: @ScienceLego @100Lokal @Oleg_Ilchenko )) вряд ли0),91878
Жданова Мирослава Кирилловна,29,1,1,1,0,@Beatle_sm Костя да я в этих ебеях не силен. Можешь мне купить? Оплату-предоплату гарантирую)),Достар РинГО-га дауыс бериндершиТук те киын емес кой иа)) КАЗАХСТАН атын коргайды ТУРКВИЖНДА.. И ГранПРИ бизде гой уж... Миллион рет бериниз,@Mr_AMV @rusrusdada @amicableru С нижайшим поклоном)))Иуда...,Q: Вероник мне 17 лет и я ниразу ни с кем не встречалась( Я никому не нравлюсь настоящих друзей нет б...  A: http://t.co/H4gsABgVIR,106202
Воробьев Артём Тимофеевич,51,1,1,1,1,@Uunicorrnn @MsWildFan НУ ДА Я НАЧАЛ РАЗГОВОР С ПРАВИЛЬНОГО СЛОВА),Ну что же это такое :( Я совсем не могу....,RT @Matumba_girl: Мне кажется еще ни разу мне не было ТАК неохота готовиться к экзамену. А он уже завтра((,@KAPTOXA_C_MAPCA Как раз сразу подарю на НГ и ДР) там конечно небольшой подарок зато от всей души!,35754
Бирюкова Варвара Марковна,28,0,0,1,0,Чайные пьяницы в Пекине) @ Yabaolu http://t.co/RQKhI5lMLB,RT @YPRTpofigist: Добра и Тома тебе новый читатель @fulminic_acid ^_^ http://t.co/8bCtd0YrAN,@suleimenov айтпа!)) я тебе все напишу в письме или наберу после обеда. у тебя занятия сегодня?),Хотя че я ... Сам же в Целе написал что оплачу наушники 13 декабря :D,38535
Афанасьева Надежда Александровна,25,1,1,0,0,Почему мы болеем? Нашим атомам просто не хватает любви! Поэтому всем любви)),@IZOTOV_A и почему массы видят во всем только пиар? o_O,@KuzikinaDasha блинкак-нибудь тоже надо называть тебя(,@Pooosia_Rabbit группу можешь нам забацать на коттедж),41881
Гусев Ярослав Тимофеевич,31,0,0,1,0,Как залечить душевные раны? — Диванедасериал или книга :) http://t.co/W3GWlEAopD,"На сколько у вас талон? - ""я без талона. Из больницы после аварии к вам отправили."" - ""Ну хорошо сидите! Может хватит на вас времени))""",@Flopp3r @dbro_O ты заебал уже дома сидеть сука!,Hi  my name is heath ledger and i am dead :D — боже ты вообще ебанутый? обосраться какая смешная шутка http://t.co/sY950IKkOZ,52903
Крюков Кирилл Миронович,27,1,1,1,1,@kirakosyan_l @IvanLukin блеать полумал почему-то что опять в испанию :((,.....♥ замечательный фильм правда до сих пор не поняла и не одобрила её выбор и поступок:* http://t.co/7DevQ3uk6u,@nestfrag эх((ну ладно хотя бы на 3 а не завалила,@Kassayka несвитерок ахахаха платье большое оказалось((,20684
Пугачев Георгий Михайлович,24,1,0,0,1,Пришел на ночевку к Соне почти уснул! И тут коварный скрип двери… ВОЖАТАЯ ЖРАЛА НОЧЬЮ И ЗАПАЛИЛА МЕНЯ((,В женщине красота и ум редко совмещаются. А если и совмещаются... То пиздец),посмотрела видео с сегодняшнего общества... РОЗОВЫЙ ГУУУСЬ СМОТРИТ В ОКНООО ХОЧЕТ ПОНЯЯЯТЬ ПОЧЕМУ ТАК ТЕМНООО:D,RT @LiveMyLive: Жаль что только после смерти МJ  семья подарила Джастину песню... Майкл кумир Джастина :),120984
Никулин Александр Матвеевич,56,0,1,0,0,Как залечить душевные раны? — водка в помощь))) http://t.co/1wa61xHd66,@TheEduard ахах улетный видос XD честно я проснулась и сразу посмотрела :D,@YourCatrina @Naty_Kobeleva @Dary_Tarakanova. Аха еще и Даааша:D  Ну зато возобновишь традицию и посидишь с Антоном :3,@280_919 оуя польщена:)ты болеешь?я не зналчто-то серьезное?,119961
Дмитриев Марк Константинович,45,1,1,1,0,программа поиска точек вай-фай только что определила мое местонахождение как Киевскую Русь.),@Tyrskaya она передает огромное спасибоей очень приятно:),@LP_GODofMusic вааай :D была б весело :D &lt;3&lt;3,Никогда не называйте проходимцев ослами они слишком милые....))) этот живет у бедуинов в пустыне! #coraltravel http://t.co/seNf2yZ5Es,64323
Романова Екатерина Андреевна,42,0,1,0,0,Вот ты не забывала кое-кто забыли это пичально:(,@jedtouch не могу на руках ничего вообще носить :( ни часы ни браслеты ни кольца :(,Маленькое счастье привалило 10б завтра на 40 минут дольше спит)),RT @zubovaa: На эспланаде закрыли ледовый городок а я там даже ни разу не была(,47249
Антонов Александр Фёдорович,39,1,1,1,1,@fytgbplbim у меня не отображается  Не написао карочи :(,Дим ну все де хорошо будеттолько давай потихоньку забудем:),Сердце болит... спина болит... развалюсь бля скоро(,RT @Orange_blood8: @AlinaaAlinaaa с тобой невозможно спорить :),31033
Леонтьев Даниил Иванович,26,0,0,1,0,— У меня и правда есть чувства к тебе. — Правда? — Да. Я чувствую что ты действуешь мне на нервы. оййй даа!!!))),ПРИВЕТ ЛЕНТОЧКА Я ПРИШЛА ДОМОЙ СЕГОДНЯ НАСТРОЕНИЕ НЕ ТАКОЕ КАК ВЧЕРА НО ВСЕ РАВНО  ОТЛИЧНОЕ.. А У ВАС КАК ДЕЛА?) ^_^,RT @frozen_frog: @Rusalkalala ничего не имею против Клейна но иногда выбешивает что фики только по ним:(,@Spartak83 поздравляю! Здоровья удачи всех благ! вечеринка в труселях сегодня?))),43646
Пахомов Михаил Вячеславович,33,0,1,0,0,самое обидноечто родители не верятчто из меня может что-то получится в этой сфере:(,Второй тайм! Вперед Зенит! Саша нужны еще голы! ;),я особо то и не понимаю как его делать :(,Ненавижу( все достали даже своё дэрэ отпраздновать боюсь да я всего боюссь(((,77279
Федотов Григорий Александрович,27,1,1,0,0,@Oksana748 ахахах я б реально выпилано мамка ругается х(,@Mari_Jennifer4 привет :D  Спасииибо ^^ Я так кричалакогда он плакат взял*_*,"Дева. 16 января. ""✨ А Вам сегодня подарят красивый букет роз!"" Не сбылось :(",RT @yami_yami_yamii: Мой  4 444 твит был про то что .нас бы били в тюрьме за мою языкатость (,52156
Казаков Александр Александрович,29,0,0,1,0,RT @cat_ara1: Я никогда не перестану плакать! :( http://t.co/bWjlgWHoht,Дети спрашивают есть ли я в контакте. Фак :(,@Atlantida819  классно у меня порядок почти всегда),npkopaneva MarinaPale ChernobayMariy Это такая редкость в наше время...((,33421
Львова Алиса Александровна,30,1,0,0,1,Чувства как:удовлетворение и счастьепоселились в моей обыденной жизни.Тьфу-тьфу-тьфу.Спасибо @Nika_Loca за это;),@_fresh_grave_  так там тоже решение будет х) только корень один,Что-то вкусное качу на завтрак. но не знаю что((.. В итоге йа каг обычно выпью черный кофе..,RT @NastyaD15: На второй фотке они даже не знаю куда руки деть:D http://t.co/BfgJCCUyuz,114549
Кузнецов Максим Алексеевич,23,0,0,1,0,в приемной у директора забрал нерабочий шредер почистил пиздец всему теперь меня не ищите))),совсем нечего делать:( #безумноскучно http://t.co/bbfCqKpfJ5,Надо было остаться дома и помогать маме. У нее что-то с ногой и она еле-еле ходит :(,И вчера купили водку домой думал прийдут посыпать похмелюсь... НИХЕРА НИКТО НЕ ПРИШЕЛ. Мама похмелятся не даёт(( Говорит что я алкашь..((,34346
Прокофьева Мария Денисовна,52,0,0,1,0,@Ya_Siyana @aisha_183 вот спайс)) http://t.co/QrMQryW0nG,@KristinaEchelon ой ну ты и сказанул хд но сути не меняет) Смерш же!,Ох это не ко мне) RT @drunktwi: Не ставь смайлики в конце предложения. БУДЬ СУРОВЫМ. Ставь точки.,и да Алина я вовсе не дура как ты пишешь жалко или смешно тебе только вот противно всё это не обидно а противно),54592
Петров Даниил Михайлович,38,0,1,0,0,@MrAlineM это же вечерооом =( булки. я видимо никуда не еду.,@etojechudo так это все из-за тебя! Мне холодно! Негодую (,ну лан буду)))))) нахуя тогда я 40 минут прогружала 20 минутную серию,@AbaiTuzelbai сол үшін екен ғой жаны шығып 3 рет алып қалғаны((((,76862
Коновалов Платон Ильич,29,1,0,0,1,@alukashevsky Представляю сколько у тебя теперь вирусов.... ),"@OlyaUvarovaa ЭТО ТОЧНО В СНАЙПЕРЫ ЕЁ НЕ ВОЗЬМЁШЬ ОНА ВЕДЬ У НАС ""НЕЗАМЕТНАЯ"" :D",@HoransArm ахахах на нашей почте их съедят до того как они до меня дойдут :D,По тв показали Рональдо О_о широк стал больно :(,123490
Смирнова Виктория Александровна,26,1,1,1,0,А давайте все будем смотреть фильмы про лесбиянок?))),Уже хочу такую атмосферу))*** http://t.co/qSnU3bH6HG,@just_venus @Zavsegolov не продолжай :) согласен это успех! :),@rysj108 Привет вечерний. Уюта в доме и тепла.)))  @donnarumata @WSE_proSto,119944
Дмитриев Егор Артемьевич,28,1,1,0,0,@fene4ka8onelove У меня есть мой Чунменино она работает(,@FOBismylove спасибо! Я любою тебя! Ну может быть совсем чуть-чуть) а так норм) главное что не маленькая ),зато теперь могу поспорить с Сугробом чей телефон круче)),@VergezovaKatya не помню  что завтра  намишу тебе  ок?),64587
Чумаков Даниил Иванович,29,1,1,0,0,@Unburied_Dead не знаю!( сама потерялась там И тот рокер меня унизил х(,@StoneAnton удивительные сны тебе снятся) особенно петь песни когда дети с крыши падают,Год прошела так ничего и не изменилось.....вообще ничего((,статья не много не по теме но мы её принимаем и оплатим. кто лох? я лох :DD,57851
Леонов Дмитрий Тимурович,58,0,0,1,0,@superfrankie_8 ну у меня времени много могу поиграть в Шерлока! Но лучше скажи :),@pyzhique у меня всегда проблемы с чтением таких фамилий))),@Double_Chak нихуясе маленький хд  папка сказал если похудею поеду в Корею :D,"посмотрел сегодня наконец ""Район №9"". Давно хотел посмотреть но посмотрел сегодня) Понравилось... понравилось что это н",63491
Соболева Виктория Максимовна,51,1,1,1,0,RT @water_fallen: @oprii_phantom прости женщина сейчас исправимся ;),Удивительно! :D Моя самооценка пострадала наверно. :D #odesk http://t.co/jo9qYLrT94,@sad_baker да ты кстати первый поздравил с: я тебе вк написала ибо на телефоне нет денег(,Лечь спать в 22:00 и заснуть в 01:00 ДА ЭТО ЖЕ Я!! Всем сладких снов)),106195
Кудрявцев Даниил Михайлович,30,1,1,0,0,@georgie_dilling ШПАШИБО :333 котик а ты сильно занят? можно тебя потыкать по канону?),@AnnaRomanitta дома есть продукты можно сделать салат! Помидоры пармезан листья салата лук филе куриное горчица дижонская) Вперед!,Сегодня!Barbados pres.:Яна Блиндергруппа JOIO! DJ-сет от Маши Малиновской) @Dj_Vengerov @dmitryfedoroff @kira7904593 http://t.co/2fMe7Rd0tc,Кольцо на палецбелое платье и все будет как надо:),72833
Иванова Александра Владиславовна,21,1,1,1,1,@zahar_fan Почему @moscowdorofeev  приглашен - понятно а вот я - приятно удивлен приглашением),Дико устала даже пост написать не могу((,@Joxy2467 Даа и буду дальше больная ходить:(,я думал что ёлка в выпусках искусственная =( ну ладно. пока,16983
Бурова Милана Кирилловна,30,1,1,1,0,@nikbatalov Меня учил друг на то время болтавшийся между молодёжной и основной сборной по сноуборду)) Но попробовать можно желание есть.,на этот Новый Год наверное сделаю себе подароко котором мечтаю уже года 2!  ...если успею заработать))),@tarasmi Наблюдение: всегда критиковавшийся радикализм Тимошенко вдруг начал нравиться :),@Malika_69_ о бооооже^^ хоть кто-то) я тоже хочу провести с тобой нг),116596
Колесников Илья Денисович,21,1,1,1,1,@MyGodLoki @be_loony @profundomaris я верю в тебя чувак))),Ненавижу блядь Тайланд! Потому что я уезжаю а он остается ;(,Дома находиться не возможно( Родители поругалисьне разговаривают совсем(,@Malyutkaaa это я фильм посмотрела об одной больной на голову),23879
Денисова София Александровна,21,1,1,1,0,@ShokoladkinR проебали движ сегодня как теперь Айзу в кино поведем нахаляву?((,@LelyaLopatina я дома уже :((( нет  ну фотка твоя последняя! Ваще ааааа,Ммдаааа..... сьогодні мила голову в умивальнику на кухні... В тому вся Я)))))),Нет бы на стену кинул или статус поставил бы(((((,79829
Васильев Семён Тимофеевич,59,1,1,0,0,Мы понравились @TramEkb! Ура! Как сможем - сделаем и под iOs ;) https://t.co/v5RYd0s6wC,мама постоянно спрашивает что там Сиська Брюснопа в твиттере пишет ибо в моей ленте ее видела много раз:D,Пришла домой: сначала надо покормить Виню а потом себя),@glebas666 бляяяяяя!!! и как мне теперь звонить тебе через 20 лет и слушать ее? (((((,80239
Винокуров Платон Ярославович,23,1,0,0,1,Очень хотела провести этот восхитительный день с мамойно опять же судьба расположилась иначе.Это рождество я впервые встречу без неё:(,ахахпрапарта  ответ нашелся сам:D http://t.co/3hgVxp1hVs,RT @yanuchenkoy: 4001 твит самым прикольным ^_^ @polina_strange @Kristinka2219 @ya_annis @ColarFul @alinka041998 @MinuteFucking  класс…,надо создать акк секси ноги майкрофта холмса(,108318
Баранова София Руслановна,45,1,1,0,0,@a_korotkevich @tanyakaznskaya @vampiroo85 кажется я понялаааа!!!),@DashaKovshova вхаха даа) еще жевроде каксезон будет),@hey_____sasha ахаха я в том году так тоже попала:D,еще чутка и я буду счастлив) http://t.co/taSHoCILv5,62555
Коротков Леонид Алиевич,47,0,1,0,0,впервые в жизни видела как падает звездаа загадала такую хрень))))))) #FF_RU,RT @Stoned1111: @__tochka__ АХКАЗЛКЪУСЛУМ КРУУТО. ИХ И ВОЗЬМЁМ. ОТОЖЖЕМ ЧУВСТВУЮ :D,@VakulenkoUA молодець у мене вже четверта лабораторка підряд 12),@OlegShigaev тсс.... только им это не говорите)а то играть перестанут,110149
Богомолов Тимур Дмитриевич,38,1,1,0,0,"@crazy_beauty_69 мне наоборот говорят: ""чего скучаешь? иди в компе посиди"" :D",Получите эстетическое удовольствие =) =) =) http://t.co/zJ4eOASFoG,@LiSaSvEt ты говоришь с птицами на твоих носках? это норма :D,Какой раз убеждаюсьчто я девушка - удача))))))))))),82638
Нефедова Полина Фёдоровна,22,0,0,1,0,@Elmyra_Lee Мне Каулитцы раньше часто снились когда я по ним задрачивалась. А теперь Отеля мало соответственно снов тоже(,RT @Vivaroza: @wwwyarru поздравляю с днем рождения:):):)без вас и ваших фото твиттер был бы скучным!так держать!!!!,RT @tyvysozecyp: Желаю всем весело провести это лето!) С улыбками смехом друзьями и любимым человеком!) http://t.co/6iodaWWSWD,Завтра ко 2 уроку. И будет 4 урока и все халявные) все таки пятница 13 для меня счастливый день),35718
Нечаев Андрей Давидович,46,1,0,0,1,"@Reminna_dop *хнык*(((у меня и там и на лимонах и хаха-х: ""404 Not Found""((( ""Смотрю"" по скоррингу(((",@eggplanttea угу) иначе нахрена мне было спрашивать твой почтовый?)),Аххахахахха пятиклассник достал в школе второй день уже заебывает:D,@OlgaMuromskaya Tut mir как говорят немцы leid.(,117991
Голованова Арина Петровна,28,0,0,1,0,@ominrock тараг сvv уувал сайн шvv. Хеерхен жирэмсэн дvv минь :-))),@ultramaryn я умею делать инъекции) играть на аккордеоне) быстро печатать. Что-нибудь уже подошло? ;),Девы сегодня правы во всем!  Абсолютно и неоспоримо! Так и надо)),@Tata_Yakovleva контрольная по арбитражу и антимонополка - не страшно) да и мпрт впрочем тоже),38043
Волкова Маргарита Максимовна,23,1,1,1,1,Шел 4 день ремонта волосы как солома  руки как наждачная бумага (,"Я почти прослезилась когда слушая песню ""Евпатория"" ударилась рукой об стол и сломала ноготь(",Хочу затащить тебя к себе под одеяло мне там одной скучно...=) ,ахаха. в плейсах в ангарске отметился только я из жуйки :),19692
Кузнецов Никита Михайлович,55,0,1,0,0,RT @lechiy13: Приветливые приветы @HostaRai @santairis @gals5581 @sinichka12 @sibirianka @kasatka4 мне тоже))) Целуйки!!!!,RT @vgvalery: @galyakozyreva я тоже хочу*) может ещё разрешат),"@Garry_Bu почему-то сначала прочитала ""в бахилах""… уж лучше в баллах ;)",Чем только придурки не занимаются)-Басков со Зверевым сказочно поссорились :http://t.co/mtx45e5uPM,116065
Климов Матвей Михайлович,27,1,1,1,1,Наверно я одна смотрю только 2 эпизод потому что времени совсем нет. УЧЕБА и онли УЧЕБА! Но как появляется время онли к-поп и эксо),надо учить химию:( химичка просто убила меня своим взглядом,любишь коньяк??? — я не люблю пить но мне приходится( http://t.co/Qtnfz350xB,@uzhurka наблюдаем тебя в камере! Привет из теплой малоснежной Сибири;) #msps #мшпи,23469
Котов Илья Юрьевич,55,0,1,0,0,#TokioHotel / Я раньше не видела такой фотографии о_О,@PetrovaJenya когда я вчера показывал тебе мужской туалет тоже надо было заинстаграммить!))) И вообще в выходные приходи! Будет весело!),Сегодня первый день после каникул. Все каникулы я провела дома у телевизора (,Не хочу сегодня покидать кроватку с теплым одеяломно надо съездитьотдать экономовские курточки(,80160
Шилов Алексей Александрович,24,1,1,1,1,Т.е. я теперь ребенка Довакином не смогу назвать? http://t.co/TJeScS6qQY :(,В сб знаменательный день а завтра просто пятница))) Всем доброго вечера)),Офигенный день! день позитива) бегал как идиот целый день! танцы офигенны хоть я и ракал но мне очень понравилось!,@ltapasvic нет ты умрешь! ешь собак и кошек(,23721
Андрианов Руслан Всеволодович,25,1,1,1,1,Мне страшно когда Нина Борисовна ругается( Она слишком няша чтобы кричать но блин у неё даже это так мило получается!,Блять  ну хоть кто-то может написать мне ахуенный минус андэра а то не могу писать то что хочу под трэп(( трэп-для грязи.,RT @tuwyrozemim: Я тоже так хочу работаешь да на машине катаешься а дома всё муж делает... тындец ))),RT @susanballion: но бывшая лесбиянка то неприятно(,20714
Бочарова Екатерина Робертовна,36,0,1,0,0,Скучаю ужасно. Ощущение что тысячу лет не виделись. Грустно :(,TweetMarker не работает. Тыкаю туда сюда не синхронизирует(,Все меняется . Меняется жизнь . Меняются люди. И вроде все хоршо. Но иногда так не хватает старого. Той жизни. Тех людей...*((,@ArishaReunkova я вообще не ожидала в хорошем смысле),47880
Волкова Василиса Кирилловна,30,1,0,0,1,RT @metkofff: Снегирюша со мной съездила планшет отвезлаа там толстая тётка косила на неё всю такую красивую да ещё и с розой:) зависть-эт…,citycomputer.kg Вы говорите мол что вы официальный реселлеры компании Apple? Извините но Я Вас не нашёл в базе данных компании apple...))),сорваные планы день говно одна дада это про меня((((,RT @MiwqaD: как-то в жизни у меня все налаживается :з аж на душе круто ^_^,123765
Князев Фёдор Александрович,22,1,1,1,1,Приобрел пару Fallout`ов бесплатно) Спасибо @UselessMouth за хороший ретвит),обещала позвонить Леше как приеду домойно я забыла блин как обычно(,@Aerigalle хотя вряд ли на дайриках много компетитив-игроков о_О,Мне надо заниматься пением. ОЧЕНЬ надо. Сводите меня к Шоне :(,20612
Алексеева Ольга Максимовна,42,0,0,1,0,"RT @Mashka150800: ""Нам так много наград и грамот дали аж в сумку не влезает"":D @naplavkova_nast",RT @isguare: @Khinshtein зачем куда-то ехать что бы вас послали? ))) я вот дома это переживу!,Мне нравится новый цвет волос Лу:-)  http://t.co/aR0vTXZuCV,@awesomizeru симпатично у вас там вчера мимо шла - загляделась. Сегодня опять пойду),49884
Кондратьева Мария Георгиевна,23,1,0,0,1,вы шо ахуели пиздить шоколадкиН.М наше криминальное прошлое:D,@Yar1sson @serg_sokolov @polozovs @zaxarmant @iboyko @deputatmorozov половина перечисленных - не оппозиция)))),Итакя перехожу к прочтению 3 книги Голодных игр сойка пересмешницачувствую буду в конце рыдатьсильно очень!:(,@neonilla_del оооо ты меня читаешь !! :) http://t.co/aold6bguWv,116410
Сидоров Иван Ильич,35,0,0,1,0,Мой глаз в депрессии...а все потому что на сеульских мужиков заглядывался... XD а в России таких нет вот и депрессирует)),В середине прикольчик есть один :)) http://t.co/YSigAHvaff,Первый раз задания по алгебре показались мне трудноватыми:(,мотивирую себя :( хотя когда кончится флу вряд ли мне что-то поможет кто-то жиробас. http://t.co/1lku4IKsbV,45983
Никитина Екатерина Данииловна,29,1,1,1,0,Ну собственно это не удивительно. Говорили что надо ждать в 2014 году. Так что ждем :),@Sinful__Nun отсутствие мозгов негативно сказывается на человеке),Посмотрели мы Аретте. Вместе с Розенбеергом. Сделали вывод что Фло - это девушка а девушка - это Фло. А так понравилось.:),Буду рисовать :) хочу !надо только в банк сходить как то..а из кровати не поднимешься...и есть хочу,114749
Горбунов Никита Владимирович,40,1,0,0,1,Чем украсить ёлку? — Гирляндами  новогодними  игрушками) http://t.co/yEHBcxHwhG,@orange_kaktus МЕЧТА №1 Увидеть кумира взять автограф и затискать его в объятиях),в посл время немцам с лыжами не везет также как и бишкекской скорой помощи с пьяными водителями ((,@MadDirectioner1 да забей ты на них с: да чет голова кружится целый день и сердце болит : - ),133542
Тимофеева Анастасия Дмитриевна,43,1,1,0,0,"RT @Spartak83: Лучше подаркачем сделали мне ""Виктория"" и ""Аустрия"" представить было сложно))) Ну не люблю я коней и бомжейуж извиняйте!!!…",@prosto_takov я предвидел твой ответ вот я почему и спрашиваю ты как еще с ружьем на работу не ходишь),Включила телефон пропущенные от всех козяпопиков обрадовалась теперь можно снова выключать :D,Потихоньку забиваю на проблемки и это радует) Те кто мне не нужен отпускаюююю,64919
Исаков Кирилл Кириллович,32,1,1,0,0,нехило я так в школе тупанула с днем недели. просто не знала какой сегодня день. мыслей даже не было. ),"RT @Caulfield_Hldn: @AnnHorror ого там даже ""Здравствуй Никто"" :))",RT @AFIGENEN: це я будь-де)) RT @Krovavayaa: я на шкільній дискотеці. http://t.co/cl9wY7Wei5,@PostRussia Главное Барсик белый похожий на герб Татарстана и был талисманом Универсиады 2013 г. проверенный талисман))),80769
